CustomerID,Signup_Date,Churn_Date,Tenure,MonthlyCharges,TotalCharges,Contract,PaymentMethod,InternetService,TechSupport,StreamingTV,SeniorCitizen,Churn
CUST03705,2/26/2022,,52,52.2,2766.6,Month-to-month,PayPal,DSL,No,No,1,0
CUST03706,11/5/2023,,4,33.4,1536.4,Two year,Mailed Check,Fiber optic,Yes,Yes,1,0
CUST03707,3/29/2020,,41,69.69,4181.4,Month-to-month,Mailed Check,Fiber optic,No,Yes,0,0
CUST03708,2/27/2023,,17,58.67,3109.51,Month-to-month,PayPal,No service,No,Yes,1,0
CUST03709,10/26/2019,7/1/2024,57,66.91,3813.87,One year,Credit Card,DSL,No,No,0,1
CUST03710,2/3/2019,,25,75.79,3713.71,Month-to-month,PayPal,DSL,No,Yes,0,0
CUST03711,6/18/2020,,57,98.09,5787.31,Month-to-month,PayPal,Fiber optic,Yes,No,1,0
CUST03712,2/7/2022,,53,79.57,4455.92,One year,Electronic Check,DSL,No,Yes,0,0
CUST03713,4/11/2022,,2,86.76,1214.64,One year,Electronic Check,DSL,No,No,1,0
CUST03714,4/1/2022,,36,94.7,5019.1,One year,Electronic Check,Fiber optic,No,Yes,0,0
CUST03715,1/14/2023,,18,82.46,3215.94,One year,Mailed Check,Fiber optic,No,No,1,0
CUST03716,5/5/2021,7/29/2022,15,64.6,969,Month-to-month,PayPal,Fiber optic,No,No,0,1
CUST03717,8/27/2020,,10,56.63,1415.75,Two year,Electronic Check,DSL,No,Yes,1,0
CUST03718,11/9/2019,,22,45.78,1373.4,One year,Credit Card,DSL,No,No,0,0
CUST03719,2/6/2020,,58,49.51,2970.6,Month-to-month,PayPal,DSL,No,Yes,0,0
CUST03720,11/6/2020,,26,92,4048,Month-to-month,Credit Card,Fiber optic,Yes,No,1,0
CUST03721,4/16/2020,,43,22.91,1305.87,Month-to-month,PayPal,DSL,Yes,No,1,0
CUST03722,2/16/2021,,9,35.05,701,One year,Electronic Check,No service,No,Yes,1,0
CUST03723,3/12/2022,,6,65.68,1904.72,One year,Credit Card,DSL,Yes,Yes,0,0
CUST03724,9/3/2023,7/14/2027,47,21.37,1004.39,Month-to-month,Mailed Check,Fiber optic,No,No,1,1
CUST03725,5/18/2020,,25,73.17,2048.76,Month-to-month,PayPal,DSL,No,Yes,1,0
CUST03726,10/19/2021,8/4/2024,34,49.8,1693.2,One year,Electronic Check,Fiber optic,No,No,1,1
CUST03727,2/1/2022,,44,47.1,2590.5,One year,Mailed Check,Fiber optic,No,No,1,0
CUST03728,9/2/2022,,40,79.98,4558.86,Two year,Electronic Check,Fiber optic,No,No,1,0
CUST03729,11/3/2022,,56,20.6,1174.2,Two year,Credit Card,Fiber optic,No,Yes,1,0
CUST03730,11/22/2020,4/5/2024,41,45.21,1853.61,Two year,Credit Card,Fiber optic,No,No,1,1
CUST03731,6/11/2020,1/22/2024,44,57.08,2511.52,Two year,PayPal,DSL,Yes,No,1,1
CUST03732,4/13/2023,7/6/2024,15,30.73,460.95,Month-to-month,PayPal,No service,No,Yes,1,1
CUST03733,8/10/2023,,27,27.68,1134.88,Month-to-month,Credit Card,Fiber optic,No,Yes,0,0
CUST03734,9/27/2021,,16,61.64,1910.84,Two year,Mailed Check,Fiber optic,No,Yes,1,0
CUST03735,1/21/2023,,37,81.29,3658.05,One year,Credit Card,Fiber optic,No,Yes,1,0
CUST03736,8/7/2022,,10,67.43,1483.46,Month-to-month,Mailed Check,DSL,No,Yes,0,0
CUST03737,2/23/2023,,28,57.87,1736.1,Month-to-month,Electronic Check,No service,No,No,0,0
CUST03738,10/1/2021,,20,64.29,2250.15,One year,Credit Card,DSL,No,No,1,0
CUST03739,8/1/2021,,59,64.13,3783.67,One year,Mailed Check,Fiber optic,No,No,0,0
CUST03740,12/11/2019,2/23/2023,39,80.93,3156.27,Month-to-month,PayPal,Fiber optic,No,Yes,1,1
CUST03741,2/9/2023,,22,29.58,798.66,Two year,Mailed Check,Fiber optic,Yes,No,0,0
CUST03742,6/17/2023,,29,84.87,4413.24,Month-to-month,PayPal,DSL,No,No,1,0
CUST03743,12/22/2020,,35,82.89,4641.84,Month-to-month,PayPal,DSL,Yes,Yes,1,0
CUST03744,12/13/2019,,9,71.05,2984.1,One year,PayPal,Fiber optic,Yes,No,1,0
CUST03745,10/14/2019,,14,39.68,1785.6,One year,Credit Card,DSL,No,No,1,0
CUST03746,1/15/2023,,42,62.97,3400.38,Month-to-month,Mailed Check,DSL,No,No,1,0
CUST03747,1/24/2022,,9,54.05,540.5,Two year,Electronic Check,Fiber optic,Yes,No,1,0
CUST03748,9/27/2021,,38,23.12,1132.88,Two year,Electronic Check,DSL,No,Yes,0,0
CUST03749,1/12/2020,,35,28.53,1654.74,Month-to-month,PayPal,Fiber optic,No,No,1,0
CUST03750,12/27/2023,,44,95.12,4946.24,Month-to-month,Credit Card,Fiber optic,Yes,No,1,0
CUST03751,1/15/2022,,52,73.19,4171.83,One year,Credit Card,Fiber optic,No,No,1,0
CUST03752,8/7/2022,,13,99.87,4194.54,Two year,Credit Card,DSL,No,Yes,0,0
CUST03753,5/1/2019,12/6/2023,56,75.67,4237.52,One year,Credit Card,No service,Yes,No,1,1
CUST03754,12/9/2021,,9,85.26,4945.08,One year,Credit Card,Fiber optic,No,No,0,0
CUST03755,3/11/2019,10/31/2020,20,99.94,1998.8,Two year,Credit Card,DSL,No,No,0,1
CUST03756,9/15/2023,,45,42.45,2419.65,One year,Mailed Check,DSL,No,No,0,0
CUST03757,10/1/2023,,46,87.98,5278.8,One year,PayPal,No service,No,Yes,1,0
CUST03758,6/2/2019,,58,98.5,5910,One year,Credit Card,No service,No,Yes,0,0
CUST03759,8/3/2023,,34,98.01,5096.52,Month-to-month,Credit Card,DSL,No,No,1,0
CUST03760,9/30/2022,,59,49.1,2946,Two year,Electronic Check,No service,Yes,Yes,1,0
CUST03761,4/10/2019,,9,59.86,2394.4,Month-to-month,Electronic Check,DSL,Yes,Yes,1,0
CUST03762,4/15/2023,8/2/2025,28,79.09,2214.52,One year,PayPal,DSL,Yes,No,1,1
CUST03763,1/14/2019,11/19/2023,59,52.55,3100.45,Month-to-month,Credit Card,DSL,Yes,No,0,1
CUST03764,4/24/2021,,50,22.09,1214.95,Month-to-month,Electronic Check,DSL,No,No,0,0
CUST03765,10/9/2019,8/4/2020,10,42.81,428.1,Two year,Credit Card,Fiber optic,No,No,0,1
CUST03766,9/22/2023,3/5/2027,42,34.78,1460.76,Two year,Mailed Check,Fiber optic,Yes,Yes,0,1
CUST03767,7/15/2022,,60,27.45,1647,Two year,PayPal,Fiber optic,No,No,1,0
CUST03768,4/18/2020,5/3/2023,37,30.99,1146.63,Two year,Credit Card,Fiber optic,Yes,No,1,1
CUST03769,5/20/2019,,59,62,3720,Month-to-month,PayPal,DSL,No,No,1,0
CUST03770,12/19/2022,,11,67.96,3262.08,One year,Electronic Check,DSL,Yes,No,0,0
CUST03771,11/6/2019,,21,28.01,1064.38,Two year,Credit Card,DSL,Yes,Yes,0,0
CUST03772,1/19/2019,,5,29.07,1482.57,Month-to-month,PayPal,Fiber optic,No,Yes,1,0
CUST03773,3/23/2020,,36,97.97,5878.2,One year,PayPal,Fiber optic,No,No,1,0
CUST03774,11/1/2021,,35,81.44,4479.2,One year,Mailed Check,Fiber optic,Yes,No,0,0
CUST03775,7/22/2021,,47,45.46,2363.92,Two year,Credit Card,DSL,Yes,No,0,0
CUST03776,2/3/2021,,8,29.9,598,Month-to-month,Mailed Check,DSL,No,Yes,1,0
CUST03777,5/4/2019,4/28/2020,12,66.11,793.32,Two year,PayPal,DSL,No,Yes,0,1
CUST03778,6/19/2022,,21,66.58,2929.52,Month-to-month,Credit Card,DSL,No,No,0,0
CUST03779,7/30/2022,,54,26.31,1447.05,Month-to-month,Mailed Check,DSL,No,Yes,0,0
CUST03780,9/27/2022,6/3/2027,57,23.93,1364.01,One year,Credit Card,No service,No,No,0,1
CUST03781,6/16/2022,,10,44.92,1662.04,Month-to-month,PayPal,Fiber optic,No,No,1,0
CUST03782,9/16/2021,,47,80.85,4204.2,Month-to-month,Mailed Check,DSL,Yes,Yes,1,0
CUST03783,9/12/2022,,2,80.39,3054.82,Month-to-month,PayPal,No service,No,No,0,0
CUST03784,9/26/2021,,49,93.04,5210.24,Month-to-month,Electronic Check,Fiber optic,No,No,1,0
CUST03785,2/2/2019,,21,26.37,1002.06,Month-to-month,PayPal,DSL,Yes,No,0,0
CUST03786,1/14/2019,,57,77.03,4621.8,Month-to-month,PayPal,Fiber optic,No,No,1,0
CUST03787,12/25/2021,,27,94.82,4835.82,Two year,Electronic Check,Fiber optic,No,No,1,0
CUST03788,2/3/2022,,27,89.62,5287.58,One year,Credit Card,Fiber optic,No,Yes,1,0
CUST03789,4/22/2021,,20,63.69,2802.36,Month-to-month,Credit Card,DSL,No,Yes,0,0
CUST03790,1/25/2019,,29,92.51,3052.83,Two year,PayPal,Fiber optic,No,Yes,1,0
CUST03791,2/4/2019,,48,72.63,3922.02,One year,Electronic Check,Fiber optic,No,Yes,0,0
CUST03792,12/20/2021,,60,28.03,1681.8,Two year,PayPal,DSL,No,No,0,0
CUST03793,1/19/2023,5/28/2027,53,52.29,2771.37,One year,Electronic Check,Fiber optic,Yes,Yes,0,1
CUST03794,7/16/2020,,58,94.46,5573.14,One year,Credit Card,No service,No,Yes,0,0
CUST03795,1/2/2022,,41,44.95,2022.75,Month-to-month,Credit Card,DSL,No,No,1,0
CUST03796,8/10/2020,,60,90.24,5414.4,One year,Mailed Check,DSL,No,No,0,0
CUST03797,2/5/2019,,48,27.44,1372,One year,PayPal,DSL,No,Yes,0,0
CUST03798,10/25/2021,,18,46.66,1819.74,Month-to-month,Electronic Check,DSL,No,No,0,0
CUST03799,7/24/2023,5/19/2024,10,79.29,792.9,One year,Electronic Check,Fiber optic,No,Yes,0,1
CUST03800,11/30/2022,,50,30.95,1671.3,One year,PayPal,Fiber optic,No,Yes,1,0
CUST03801,10/12/2022,11/6/2023,13,27.55,358.15,One year,Electronic Check,Fiber optic,No,Yes,1,1
CUST03802,5/31/2021,12/27/2021,7,95.58,669.06,Month-to-month,Mailed Check,DSL,No,No,1,1
CUST03803,7/10/2023,,9,20.32,650.24,One year,PayPal,DSL,No,Yes,1,0
CUST03804,1/3/2020,,12,91.31,1187.03,Two year,Mailed Check,DSL,No,No,0,0
CUST03805,8/8/2019,,2,23.4,842.4,Month-to-month,Credit Card,DSL,No,No,1,0
CUST03806,7/17/2019,,49,84.76,5085.6,Month-to-month,PayPal,DSL,No,No,0,0
CUST03807,12/9/2021,,40,52.48,2099.2,Month-to-month,Electronic Check,DSL,No,Yes,1,0
CUST03808,11/1/2019,2/13/2023,40,28.55,1142,One year,Credit Card,Fiber optic,No,No,0,1
CUST03809,5/8/2020,,18,32.7,1765.8,Month-to-month,Electronic Check,No service,No,No,0,0
CUST03810,1/29/2020,,39,95.17,4663.33,Two year,Credit Card,DSL,Yes,Yes,0,0
CUST03811,6/23/2022,,37,91.6,5129.6,Month-to-month,PayPal,DSL,No,No,1,0
CUST03812,12/14/2021,,40,39.81,1950.69,One year,PayPal,Fiber optic,No,No,1,0
CUST03813,5/31/2020,,15,46.73,2196.31,One year,Mailed Check,Fiber optic,Yes,Yes,1,0
CUST03814,7/28/2023,,39,34.81,1427.21,Month-to-month,Credit Card,No service,Yes,No,0,0
CUST03815,12/26/2020,3/21/2022,15,93.45,1401.75,One year,Mailed Check,DSL,No,No,1,1
CUST03816,7/1/2020,,15,76.06,2738.16,Month-to-month,Mailed Check,DSL,No,No,0,0
CUST03817,6/17/2023,,44,28.31,1387.19,Month-to-month,Mailed Check,DSL,No,No,0,0
CUST03818,3/23/2021,,2,84.98,4249,Two year,Electronic Check,DSL,Yes,Yes,1,0
CUST03819,6/11/2019,,23,57.63,2766.24,Month-to-month,PayPal,DSL,No,Yes,0,0
CUST03820,2/3/2021,,6,78.3,3445.2,One year,PayPal,Fiber optic,No,No,0,0
CUST03821,4/11/2021,,45,30.13,1476.37,Month-to-month,Credit Card,DSL,No,No,0,0
CUST03822,7/29/2021,,50,79.03,4346.65,Two year,Mailed Check,Fiber optic,No,No,1,0
CUST03823,3/3/2022,9/18/2024,31,85.77,2658.87,Month-to-month,PayPal,No service,Yes,No,0,1
CUST03824,5/13/2020,2/7/2021,9,74.6,671.4,Month-to-month,PayPal,Fiber optic,No,Yes,0,1
CUST03825,11/28/2022,,33,39.09,2267.22,Month-to-month,Mailed Check,No service,Yes,Yes,0,0
CUST03826,4/7/2020,10/13/2024,55,52.63,2894.65,Two year,Credit Card,DSL,No,Yes,0,1
CUST03827,9/6/2020,11/20/2023,39,74.51,2905.89,Month-to-month,PayPal,Fiber optic,Yes,Yes,1,1
CUST03828,11/1/2022,,31,90.01,3780.42,Two year,PayPal,Fiber optic,Yes,Yes,0,0
CUST03829,8/23/2023,,46,66.14,3637.7,Two year,PayPal,DSL,No,No,1,0
CUST03830,10/3/2023,,42,78.39,4233.06,Month-to-month,PayPal,DSL,No,No,0,0
CUST03831,6/15/2019,,24,87.35,4280.15,Month-to-month,Mailed Check,Fiber optic,No,No,1,0
CUST03832,8/31/2022,,12,59.41,1841.71,Two year,Credit Card,DSL,No,No,1,0
CUST03833,10/24/2023,4/30/2028,55,39.03,2146.65,Two year,Mailed Check,DSL,No,Yes,1,1
CUST03834,8/23/2022,,25,54.38,2882.14,One year,PayPal,Fiber optic,No,Yes,0,0
CUST03835,4/5/2023,11/20/2025,32,69.06,2209.92,Month-to-month,Credit Card,DSL,No,No,1,1
CUST03836,3/6/2019,9/21/2021,31,51.08,1583.48,One year,Credit Card,DSL,Yes,No,1,1
CUST03837,7/11/2019,4/6/2020,9,86,774,Month-to-month,PayPal,DSL,No,Yes,0,1
CUST03838,4/10/2021,,11,43.42,955.24,One year,Mailed Check,Fiber optic,No,No,1,0
CUST03839,2/15/2021,3/12/2022,13,30.9,401.7,Two year,Mailed Check,DSL,No,No,0,1
CUST03840,2/11/2021,,15,97.9,2153.8,Two year,PayPal,DSL,No,No,0,0
CUST03841,2/5/2022,,3,52.92,3016.44,Two year,Credit Card,DSL,No,No,1,0
CUST03842,9/1/2021,,27,66.27,2783.34,One year,Mailed Check,Fiber optic,No,No,0,0
CUST03843,4/25/2019,,49,41.55,2035.95,Month-to-month,Mailed Check,DSL,No,No,1,0
CUST03844,7/28/2022,8/27/2022,1,69.31,69.31,One year,PayPal,Fiber optic,No,No,1,1
CUST03845,1/20/2019,,60,91.17,5470.2,Two year,Electronic Check,Fiber optic,Yes,No,0,0
CUST03846,12/10/2022,,18,76.55,2679.25,Two year,Mailed Check,DSL,Yes,No,1,0
CUST03847,12/17/2019,,27,40.4,1414,Two year,Electronic Check,Fiber optic,No,Yes,1,0
CUST03848,6/19/2019,,15,68.42,2052.6,Month-to-month,Credit Card,Fiber optic,No,Yes,1,0
CUST03849,10/20/2021,9/29/2025,48,20.12,965.76,Month-to-month,Credit Card,Fiber optic,Yes,No,0,1
CUST03850,9/28/2023,,43,29.17,1575.18,Month-to-month,PayPal,DSL,Yes,Yes,0,0
CUST03851,6/7/2021,7/2/2022,13,67.26,874.38,One year,Electronic Check,DSL,No,No,0,1
CUST03852,8/13/2022,8/22/2026,49,79.74,3907.26,Month-to-month,Electronic Check,Fiber optic,No,No,0,1
CUST03853,5/26/2023,,14,75.3,4442.7,One year,Credit Card,DSL,No,No,1,0
CUST03854,11/9/2020,,5,66.13,2777.46,Two year,Credit Card,Fiber optic,Yes,No,1,0
CUST03855,3/4/2022,,12,85.16,1618.04,Month-to-month,Electronic Check,DSL,Yes,No,1,0
CUST03856,10/24/2023,,60,66.42,3985.2,Month-to-month,Mailed Check,Fiber optic,No,Yes,1,0
CUST03857,7/15/2019,12/1/2021,29,97.37,2823.73,Month-to-month,Mailed Check,No service,No,No,0,1
CUST03858,12/17/2021,7/24/2026,56,39.9,2234.4,Month-to-month,PayPal,Fiber optic,Yes,No,0,1
CUST03859,3/29/2019,7/11/2022,40,76.89,3075.6,Two year,Mailed Check,Fiber optic,No,Yes,1,1
CUST03860,4/15/2020,12/1/2022,32,38.47,1231.04,Month-to-month,Electronic Check,DSL,Yes,No,0,1
CUST03861,3/8/2020,11/18/2023,45,40,1800,One year,Electronic Check,DSL,Yes,Yes,0,1
CUST03862,11/13/2023,,21,23.73,759.36,One year,PayPal,DSL,No,Yes,0,0
CUST03863,11/18/2022,,56,25.78,1521.02,Two year,PayPal,DSL,Yes,No,0,0
CUST03864,12/23/2023,6/10/2026,30,51.58,1547.4,Month-to-month,PayPal,DSL,No,No,1,1
CUST03865,3/6/2022,,57,97.22,5541.54,Month-to-month,Electronic Check,DSL,No,No,1,0
CUST03866,8/31/2021,12/24/2022,16,42.12,673.92,One year,Credit Card,Fiber optic,No,No,1,1
CUST03867,7/9/2020,10/27/2022,28,29.01,812.28,One year,Electronic Check,DSL,No,Yes,0,1
CUST03868,4/6/2019,5/25/2021,26,20.23,525.98,One year,Credit Card,DSL,No,No,0,1
CUST03869,6/2/2019,7/11/2023,50,36.82,1841,Month-to-month,PayPal,DSL,Yes,No,1,1
CUST03870,11/2/2022,1/31/2023,3,28.86,86.58,Two year,PayPal,DSL,Yes,No,0,1
CUST03871,7/28/2020,,39,75.7,3633.6,Month-to-month,PayPal,No service,No,No,0,0
CUST03872,1/17/2022,,48,53.07,2547.36,Month-to-month,Credit Card,Fiber optic,No,No,1,0
CUST03873,2/28/2022,7/7/2026,53,47.31,2507.43,Month-to-month,Electronic Check,Fiber optic,No,No,0,1
CUST03874,9/9/2022,9/28/2024,25,55.77,1394.25,Month-to-month,PayPal,Fiber optic,No,No,1,1
CUST03875,3/9/2019,,47,31.76,1810.32,Month-to-month,Credit Card,No service,No,No,0,0
CUST03876,1/3/2020,,21,71.84,2658.08,One year,Mailed Check,Fiber optic,Yes,No,0,0
CUST03877,10/8/2023,,26,29.86,1791.6,Month-to-month,Mailed Check,Fiber optic,No,No,1,0
CUST03878,10/6/2020,,40,49.5,2871,Month-to-month,PayPal,Fiber optic,Yes,No,0,0
CUST03879,2/2/2019,1/12/2023,48,98.18,4712.64,Month-to-month,Electronic Check,Fiber optic,No,Yes,0,1
CUST03880,2/29/2020,,37,50.3,2162.9,One year,Credit Card,Fiber optic,No,No,0,0
CUST03881,4/17/2022,,39,61.51,2829.46,Month-to-month,Credit Card,Fiber optic,No,Yes,0,0
CUST03882,10/23/2019,,35,42.01,2520.6,Two year,Electronic Check,DSL,No,No,0,0
CUST03883,3/21/2023,,34,73.05,2848.95,Two year,Mailed Check,DSL,No,Yes,0,0
CUST03884,8/8/2023,1/19/2027,42,88.62,3722.04,One year,Credit Card,Fiber optic,No,Yes,0,1
CUST03885,12/30/2022,9/5/2027,57,31.67,1805.19,One year,Electronic Check,DSL,Yes,No,0,1
CUST03886,8/9/2023,,46,51.14,2659.28,Two year,Mailed Check,Fiber optic,No,No,0,0
CUST03887,3/26/2021,,51,35.04,1822.08,One year,Mailed Check,Fiber optic,No,Yes,1,0
CUST03888,6/7/2019,,3,73.27,1611.94,Month-to-month,Mailed Check,Fiber optic,No,Yes,0,0
CUST03889,9/4/2020,,34,95.74,5552.92,Month-to-month,Mailed Check,No service,No,Yes,0,0
CUST03890,11/29/2019,6/26/2020,7,39.42,275.94,One year,Credit Card,No service,Yes,Yes,1,1
CUST03891,2/28/2022,,29,59.11,2896.39,Month-to-month,Credit Card,No service,No,No,0,0
CUST03892,5/7/2020,,30,41.91,2430.78,One year,Mailed Check,DSL,Yes,No,0,0
CUST03893,3/6/2022,,53,23.91,1362.87,One year,Mailed Check,DSL,No,No,0,0
CUST03894,9/6/2023,,57,20.24,1173.92,Month-to-month,Credit Card,Fiber optic,No,No,0,0
CUST03895,10/6/2023,1/4/2024,3,57.09,171.27,One year,Credit Card,DSL,No,No,0,1
CUST03896,3/7/2021,,57,24.91,1419.87,One year,Electronic Check,No service,No,Yes,1,0
CUST03897,10/18/2022,2/10/2024,16,91.11,1457.76,One year,PayPal,DSL,No,No,0,1
CUST03898,1/12/2022,10/28/2024,34,24.77,842.18,Month-to-month,PayPal,Fiber optic,No,No,1,1
CUST03899,11/10/2020,,35,56.7,2778.3,Month-to-month,PayPal,Fiber optic,Yes,No,0,0
CUST03900,2/25/2021,,26,43.13,2242.76,One year,Electronic Check,Fiber optic,No,Yes,0,0
CUST03901,3/28/2023,,48,53.07,2706.57,One year,PayPal,DSL,No,Yes,1,0
CUST03902,2/23/2023,,3,90.5,4072.5,One year,Electronic Check,DSL,Yes,No,1,0
CUST03903,10/14/2019,9/28/2022,36,31.26,1125.36,Month-to-month,Mailed Check,DSL,No,No,1,1
CUST03904,6/7/2023,,25,42.35,2286.9,Month-to-month,PayPal,Fiber optic,No,Yes,1,0
CUST03905,11/12/2022,,34,54.09,2217.69,Month-to-month,Credit Card,Fiber optic,Yes,No,0,0
CUST03906,1/23/2023,2/1/2027,49,21.1,1033.9,Month-to-month,PayPal,DSL,No,No,0,1
CUST03907,6/10/2019,10/22/2022,41,82.86,3397.26,Month-to-month,Electronic Check,DSL,No,No,0,1
CUST03908,10/22/2021,2/19/2022,4,62.37,249.48,Month-to-month,Credit Card,Fiber optic,No,No,1,1
CUST03909,3/7/2023,,13,66.92,1271.48,Month-to-month,Electronic Check,Fiber optic,No,No,1,0
CUST03910,12/9/2020,7/2/2022,19,47.83,908.77,Month-to-month,Mailed Check,DSL,No,Yes,0,1
CUST03911,4/20/2019,9/6/2021,29,71.54,2074.66,Month-to-month,Electronic Check,No service,No,Yes,0,1
CUST03912,7/20/2019,9/7/2021,26,55.95,1454.7,Month-to-month,Electronic Check,DSL,No,Yes,1,1
CUST03913,6/14/2021,2/18/2026,57,75.07,4278.99,Month-to-month,Credit Card,Fiber optic,No,Yes,0,1
CUST03914,4/20/2020,,20,42.05,883.05,One year,Credit Card,No service,No,No,0,0
CUST03915,9/14/2023,,50,58.15,2907.5,One year,Credit Card,No service,No,No,0,0
CUST03916,6/5/2019,,53,51.25,2767.5,Month-to-month,Credit Card,Fiber optic,No,No,0,0
CUST03917,11/28/2020,,19,32.84,1642,Two year,Mailed Check,DSL,No,No,1,0
CUST03918,5/24/2022,,30,37.65,2259,One year,Electronic Check,Fiber optic,No,Yes,0,0
CUST03919,4/24/2023,,11,92.38,4064.72,One year,Mailed Check,Fiber optic,No,Yes,1,0
CUST03920,6/11/2022,,28,21.37,1068.5,Two year,Electronic Check,DSL,Yes,No,1,0
CUST03921,5/4/2022,11/25/2023,19,38.75,736.25,Month-to-month,Mailed Check,DSL,No,No,0,1
CUST03922,3/23/2021,7/5/2024,40,58.87,2354.8,Two year,Electronic Check,DSL,Yes,No,1,1
CUST03923,5/4/2023,,59,37.51,2213.09,One year,Credit Card,Fiber optic,No,Yes,1,0
CUST03924,10/30/2020,,4,95.88,1246.44,One year,PayPal,Fiber optic,Yes,No,0,0
CUST03925,3/2/2019,,45,60.78,2917.44,One year,Mailed Check,No service,No,No,1,0
CUST03926,7/22/2022,5/7/2025,34,94.72,3220.48,Two year,Credit Card,DSL,Yes,No,1,1
CUST03927,7/13/2020,,58,28.79,1669.82,One year,PayPal,No service,No,Yes,0,0
CUST03928,5/24/2023,,10,77.7,2564.1,Month-to-month,PayPal,DSL,No,No,0,0
CUST03929,7/11/2021,12/28/2023,30,61.76,1852.8,One year,Mailed Check,No service,Yes,No,0,1
CUST03930,10/1/2021,3/9/2026,54,75.19,4060.26,Two year,Mailed Check,No service,No,No,1,1
CUST03931,4/12/2020,,42,41.74,2462.66,Month-to-month,PayPal,Fiber optic,No,Yes,0,0
CUST03932,12/29/2020,,29,72.66,4141.62,Two year,PayPal,DSL,No,Yes,0,0
CUST03933,2/6/2022,,6,83.96,923.56,Month-to-month,Electronic Check,Fiber optic,No,No,1,0
CUST03934,2/7/2021,,47,79.71,4384.05,Month-to-month,PayPal,Fiber optic,Yes,No,1,0
CUST03935,6/3/2021,2/18/2024,33,21.62,713.46,One year,Electronic Check,DSL,Yes,No,1,1
CUST03936,1/16/2020,,8,65.37,1634.25,Two year,Mailed Check,Fiber optic,No,Yes,1,0
CUST03937,10/24/2022,10/19/2023,12,90.78,1089.36,One year,Credit Card,DSL,No,No,1,1
CUST03938,4/14/2022,,50,39.3,2161.5,Two year,PayPal,DSL,No,No,1,0
CUST03939,9/15/2022,10/29/2025,38,42.63,1619.94,Month-to-month,Electronic Check,DSL,No,No,0,1
CUST03940,2/17/2021,,58,84.78,4917.24,One year,Electronic Check,No service,Yes,No,0,0
CUST03941,6/25/2019,,45,80.62,4111.62,Month-to-month,Mailed Check,DSL,No,No,1,0
CUST03942,5/1/2023,,35,73.48,3380.08,One year,Electronic Check,No service,No,No,0,0
CUST03943,6/20/2022,,9,64.48,3288.48,One year,PayPal,No service,Yes,No,0,0
CUST03944,8/27/2020,,26,69.09,2970.87,Month-to-month,Mailed Check,Fiber optic,Yes,Yes,0,0
CUST03945,6/23/2023,,27,83.92,3188.96,One year,PayPal,Fiber optic,Yes,No,1,0
CUST03946,5/19/2020,2/8/2022,21,62.39,1310.19,Two year,Credit Card,Fiber optic,No,No,1,1
CUST03947,12/31/2022,,29,34.64,1939.84,Month-to-month,Credit Card,Fiber optic,No,No,0,0
CUST03948,5/31/2019,,2,59.76,3466.08,Two year,Electronic Check,Fiber optic,Yes,No,1,0
CUST03949,6/18/2019,,12,62.27,2739.88,One year,Electronic Check,Fiber optic,No,No,1,0
CUST03950,7/2/2020,,30,31.93,1756.15,Two year,Electronic Check,No service,No,No,1,0
CUST03951,11/12/2019,,38,21.57,1121.64,Month-to-month,Credit Card,DSL,Yes,No,1,0
CUST03952,2/17/2021,,58,81.48,4807.32,Month-to-month,Electronic Check,No service,No,No,0,0
CUST03953,12/28/2022,10/8/2026,46,81.57,3752.22,Two year,Electronic Check,Fiber optic,Yes,Yes,0,1
CUST03954,5/25/2023,,58,53.58,3161.22,Two year,Mailed Check,Fiber optic,No,No,1,0
CUST03955,7/22/2022,,13,47.3,2648.8,Month-to-month,Credit Card,Fiber optic,No,No,0,0
CUST03956,11/12/2019,7/18/2024,57,58.48,3333.36,Month-to-month,Mailed Check,Fiber optic,No,Yes,1,1
CUST03957,2/23/2023,8/11/2025,30,34.99,1049.7,Month-to-month,PayPal,DSL,No,No,0,1
CUST03958,3/8/2021,9/4/2021,6,78.61,471.66,Month-to-month,PayPal,Fiber optic,Yes,Yes,1,1
CUST03959,10/10/2020,,17,77.67,4504.86,One year,PayPal,DSL,No,Yes,0,0
CUST03960,1/8/2021,9/30/2022,21,53.99,1133.79,Month-to-month,Credit Card,Fiber optic,No,No,0,1
CUST03961,8/7/2019,,45,75.68,4540.8,One year,Electronic Check,Fiber optic,Yes,No,1,0
CUST03962,7/7/2019,12/18/2022,42,41.76,1753.92,One year,Mailed Check,DSL,No,No,0,1
CUST03963,1/11/2019,,59,35.96,2121.64,Month-to-month,Credit Card,DSL,No,Yes,0,0
CUST03964,9/23/2020,,46,52.16,2451.52,Two year,Mailed Check,DSL,No,No,0,0
CUST03965,6/29/2021,9/6/2025,51,87.35,4454.85,Month-to-month,Credit Card,DSL,No,Yes,1,1
CUST03966,1/7/2021,,11,68.13,2861.46,One year,Mailed Check,Fiber optic,Yes,Yes,1,0
CUST03967,4/9/2023,,46,65.12,3190.88,Month-to-month,Credit Card,Fiber optic,No,No,1,0
CUST03968,7/6/2020,5/16/2024,47,27.69,1301.43,Month-to-month,Electronic Check,DSL,No,No,1,1
CUST03969,7/29/2019,3/25/2020,8,57.75,462,Month-to-month,Credit Card,Fiber optic,Yes,Yes,1,1
CUST03970,9/29/2019,3/27/2020,6,35.7,214.2,Month-to-month,Mailed Check,Fiber optic,No,Yes,0,1
